weight strategy	cnn keep prob	cnn filter shapes	cnn pool	do attention	norm type	dnn nonlin	zscore	opt/ lr	lr decay rate	lr decay delay	input keep prob	grad clip	exclude pre onsets	exclude post onsets	Pooling Method	do transformer	d model	num transformer layers	num heads	ff dim	micro xentropy avg	micro pos xentropy avg	micro auroc	micro auprc	micro fscore	micro precision	micro recall	micro threshold	micro accuracy	perchart xentropy avg	perchart xentropy avg sd	perchart xentropy avg min	perchart xentropy avg max	perchart pos xentropy avg	perchart pos xentropy avg sd	perchart pos xentropy avg min	perchart pos xentropy avg max	perchart auroc	perchart auroc sd	perchart auroc min	perchart auroc max	perchart auprc	perchart auprc sd	perchart auprc min	perchart auprc max	perchart fscore	perchart fscore sd	perchart fscore min	perchart fscore max	perchart precision	perchart precision sd	perchart precision min	perchart precision max	perchart recall	perchart recall sd	perchart recall min	perchart recall max	perchart threshold	perchart threshold sd	perchart threshold min	perchart threshold max	perchart accuracy	perchart accuracy sd	perchart accuracy min	perchart accuracy max	perchart perplexity	perchart perplexity sd	perchart perplexity min	perchart perplexity max	perchart density rel	perchart density rel sd	perchart density rel min	perchart density rel max	perchart fscore diff perchart	perchart fscore diff perchart sd	perchart fscore diff perchart min	perchart fscore diff perchart max	perchart precision diff perchart	perchart precision diff perchart sd	perchart precision diff perchart min	perchart precision diff perchart max	perchart recall diff perchart	perchart recall diff perchart sd	perchart recall diff perchart min	perchart recall diff perchart max	perchart threshold diff perchart	perchart threshold diff perchart sd	perchart threshold diff perchart min	perchart threshold diff perchart max	perchart fscore all perchart	perchart fscore all perchart sd	perchart fscore all perchart min	perchart fscore all perchart max	perchart precision all perchart	perchart precision all perchart sd	perchart precision all perchart min	perchart precision all perchart max	perchart recall all perchart	perchart recall all perchart sd	perchart recall all perchart min	perchart recall all perchart max	perchart threshold all perchart	perchart threshold all perchart sd	perchart threshold all perchart min	perchart threshold all perchart max	perchart fscore diff micro	perchart fscore diff micro sd	perchart fscore diff micro min	perchart fscore diff micro max	perchart precision diff micro	perchart precision diff micro sd	perchart precision diff micro min	perchart precision diff micro max	perchart recall diff micro	perchart recall diff micro sd	perchart recall diff micro min	perchart recall diff micro max	perchart threshold diff micro	perchart threshold diff micro sd	perchart threshold diff micro min	perchart threshold diff micro max	perchart fscore all micro	perchart fscore all micro sd	perchart fscore all micro min	perchart fscore all micro max	perchart precision all micro	perchart precision all micro sd	perchart precision all micro min	perchart precision all micro max	perchart recall all micro	perchart recall all micro sd	perchart recall all micro min	perchart recall all micro max	perchart threshold all micro	perchart threshold all micro sd	perchart threshold all micro min	perchart threshold all micro max	rnn cell type	dnn keep prob	rnn keep prob	eval type
rect	0.8	"7,3,10,3,3,20"	"2,2"	FALSE	layer	sigmoid	FALSE	adagrad/0.01	0.25	0	0.8	2.5	FALSE	TRUE	avg	FALSE	N/A	N/A	N/A	N/A		0.10600839	1.0776664	0.978547764	0.825699735	0.80349841	0.795188849	0.811983471	0.28045222	0.983514232	0.107410096	0.020825079	0.08078864	0.14488031	1.0511436	2.15E-01	0.72442377	1.473881	0.979143559	0.00629491	0.966717306	0.990862613	0.83353216	0.068890204	0.692517148	0.923407695	0.818227399	0.041047536	0.742222222	0.858283433	0.810582529	0.073977279	0.678861789	0.890804598	0.830675405	0.037055148	0.778894472	0.914893617	0.31146285	0.15203038	0.1429071	0.57361776	0.984549757	0.005525407	0.973120169	0.989811294	1.1136329	0.02330318	1.0841417	1.1559012	1.034025198	0.109117777	0.874371859	1.205882353	0.80623789	0.044382405	0.731343284	0.850287908	0.80109986	0.08166842	0.647169811	0.915805022	0.820072525	0.059407729	0.690553746	0.880851064	0.30396688	0.09997931	0.2033174	0.41008168	0.802190875	0.046708224	0.714142427	0.856	0.801547585	0.106708502	0.604414261	0.955445545	0.818531366	0.067529795	0.718362283	0.910638298	0.30423653	0.00201393	0.30227774	0.30861878	0.807252519	0.045226425	0.731343284	0.853868195	0.79959275	0.081714047	0.647169811	0.91374269	0.823656892	0.059775191	0.690553746	0.880851064	0.29891336	0.102553315	0.19496176	0.40248153	0.801633021	0.046958386	0.711111111	0.85483871	0.804379181	0.106522386	0.604810997	0.958263773	0.814187376	0.066954643	0.712158809	0.90212766	0.31653073	0.003578797	0.3135237	lstm	1	1	hamming
rect	0.7	"5,3,10,3,3,20"	"1,1,2,2"	FALSE	none	sigmoid	FALSE	adagrad/0.01	1	0	1	1	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A		0.09602861	0.9453754	0.98174752	0.842145902	0.817416676	0.799560922	0.836088154	0.28168666	0.984495755	0.097420394	0.022697883	0.068983585	0.12921503	0.9290323	2.58E-01	0.524689	1.475188	0.981896453	0.006875908	0.967085047	0.992539051	0.840042265	0.061686343	0.746371215	0.938483199	0.822219957	0.043276986	0.731501057	0.860784314	0.803983678	0.078201716	0.643122677	0.899176955	0.847231272	0.039480968	0.793103448	0.934042553	0.31532043	0.11920928	0.18852057	0.60999876	0.984768657	0.005131305	0.974613493	0.989811294	1.1026082	0.025102666	1.0714186	1.1379348	1.065600856	0.129279889	0.882032668	1.318627451	0.812885738	0.048034839	0.71160221	0.85827552	0.795285264	0.078730443	0.647887324	0.892276423	0.836763654	0.048177718	0.780130293	0.921276596	0.29705155	0.062484153	0.23265575	0.3603637	0.812989198	0.04247822	0.729957806	0.85826002	0.799685751	0.092039223	0.640740741	0.918958032	0.837429448	0.053577901	0.764065336	0.934042553	0.29850677	0.003010185	0.2957243	0.305136	0.814749969	0.044496977	0.728226653	0.859649123	0.792924503	0.08916431	0.636697248	0.902506964	0.847064371	0.047831694	0.787658802	0.938297872	0.2725795	0.01620309	0.2544825	0.28918064	0.812690132	0.044549805	0.727272727	0.85410628	0.790791148	0.095566401	0.628571429	0.912429379	0.847267103	0.050864026	0.774954628	0.940425532	0.26946768	0.001486195	0.2672406	lstm	0.5	1	hamming
rect	0.8	"9,5,10,5,4,20"	"1,2,1,2"	FALSE	layer	relu	TRUE	sgd/0.1	1	2	0.9	5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	2.968822	0.974940547	0.807111093	0.763615429	0.765996766	0.761248852	0.1393114	0.980436253	0.28392085	0.1183435	0.14484096	0.51361024	3.0424113	7.96E-01	2.0089164	4.2991247	0.975153372	0.007540149	0.964172011	0.985715786	0.795669214	0.058612995	0.691293318	0.903277308	0.770622705	0.049600581	0.661654135	0.837920489	0.765061664	0.059199981	0.676923077	0.858695652	0.779614972	0.062916644	0.647058824	0.849875931	0.22466895	0.23716004	0.001683875	0.7217298	0.980798936	0.005713713	0.969518623	0.989037849	1.3378673	0.16373293	1.1558557	1.6713141	1.022824851	0.090950961	0.834845735	1.151465798	0.761018395	0.051101784	0.652912621	0.829993536	0.761769344	0.061216579	0.646634615	0.866396761	0.76510134	0.073158297	0.659313725	0.874301676	0.205552	0.16249081	0.042903155	0.37247467	0.752444724	0.054718809	0.645586298	0.836734694	0.771548026	0.051592353	0.698005698	0.860892388	0.739963458	0.08443394	0.600490196	0.838768116	0.20970154	0.01063884	0.20254236	0.23751825	0.756692363	0.050236942	0.652123995	0.833962264	0.724381878	0.063824823	0.613390929	0.845663265	0.796887057	0.066913283	0.696078431	0.891061453	0.068134114	0.049744554	0.018313386	0.1184882	0.754042856	0.050196963	0.658446363	0.836497244	0.729427902	0.058738797	0.650205761	0.825876663	0.786729318	0.077338896	0.654411765	0.858695652	0.06283404	0.001223339	0.061904553	0.06593413		lstm	0.5	1	hamming
rect	0.9	"3,3,16,3,3,32"	"1,2,1,2"	TRUE	layer	tanh	TRUE	sgd/0.1	0.75	0	0.9	1	TRUE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	2.676739	0.978787756	0.843512981	0.794579822	0.78829643	0.800964187	0.077593215	0.982809061	0.28438684	0.101829715	0.1492796	0.41683093	2.7965012	1.04E+00	1.5792137	4.480513	0.9796666	0.008242749	0.963036389	0.99187715	0.834727693	0.055081039	0.769132748	0.925431483	0.816918649	0.036058421	0.766738661	0.864481842	0.793563619	0.081575812	0.685328185	0.917293233	0.849243716	0.036124111	0.802177858	0.929787234	0.28320312	0.3533669	3.23818E-05	0.82419807	0.98425861	0.00484435	0.973735067	0.98870932	1.3358206	0.13499965	1.1609975	1.517146	1.084106745	0.140375488	0.891122278	1.269607843	0.803448571	0.040050005	0.745098039	0.853741497	0.79739949	0.06879963	0.693363844	0.888429752	0.814041549	0.041622828	0.723127036	0.864130435	0.20205544	0.19437462	0.007529151	0.40408164	0.783827668	0.057289635	0.687323944	0.849807445	0.804651539	0.047515614	0.74500768	0.880319149	0.770051977	0.090569856	0.596091205	0.878623188	0.20021701	0.001660852	0.19779405	0.20360956	0.806140165	0.03681389	0.756395996	0.851569126	0.788942057	0.072273397	0.682017544	0.888583219	0.829773516	0.037853833	0.752442997	0.868715084	0.18664147	0.1842703	0.002314382	0.37486878	0.784994474	0.041242532	0.722154223	0.848894349	0.765750556	0.053062337	0.674418605	0.840632603	0.81220409	0.074588511	0.669381107	0.893115942	0.040458348	0.001256637	0.039266843	0.04322669		gru	1	0.5	hamming
last	0.7	"5,3,10,3,3,20"	"2,2,1,1"	FALSE	none	relu	FALSE	adagrad/0.01	1	0	0.8	2.5	FALSE	FALSE	avg	FALSE	N/A	N/A	N/A	N/A		0.121692374	1.0294819	0.981206572	0.850147767	0.806166402	0.796238245	0.816345271	0.28442314	0.983704819	0.123289734	0.04173882	0.07447379	0.19140287	1.0462584	2.76E-01	0.6585036	1.3890382	0.981506913	0.008138168	0.962853359	0.990372842	0.837366149	0.044433147	0.789363283	0.924650541	0.813253665	0.034466313	0.743455497	0.850642928	0.795298517	0.069213529	0.648994516	0.883626522	0.837943898	0.039792556	0.793159609	0.914893617	0.29454955	0.13302055	0.11705845	0.55376184	0.984012679	0.004740483	0.97487702	0.989334123	1.1321989	0.0473298	1.0773171	1.2109472	1.064438594	0.132156577	0.916873449	1.340686275	0.803024068	0.040061016	0.718009479	0.84295846	0.805735397	0.063028152	0.694954128	0.888583219	0.804537824	0.052713587	0.742647059	0.885106383	0.33675754	0.058818694	0.27748358	0.39880258	0.798593163	0.047754641	0.69382716	0.843589744	0.801035644	0.052097724	0.699004975	0.872679045	0.798780745	0.063051347	0.68872549	0.865957447	0.33885205	0.005439257	0.334985	0.3519299	0.803016028	0.038234656	0.723255814	0.842384106	0.808821357	0.06982465	0.688053097	0.903409091	0.803184636	0.054648125	0.738693467	0.889361702	0.3548452	0.10005085	0.25215638	0.4583461	0.801226639	0.039244807	0.717339667	0.840378549	0.787134737	0.048999491	0.695852535	0.854942234	0.818241028	0.050727556	0.740196078	0.876595745	0.28232992	0.001810825	0.2803574	lstm	1	1	hamming
rect	0.9	"3,3,16,3,3,32,3,3,64"	"2,2,1,1"	TRUE	none	relu	FALSE	sgd/0.01	0.1	0	0.9	1	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A		0.09902013	0.98899484	0.979955011	0.834121938	0.809631472	0.797550111	0.822084481	0.2862919	0.983952582	0.10026646	0.02042948	0.07276488	0.13282277	0.9601928	2.44E-01	0.5654939	1.4059848	0.980297794	0.00722832	0.964340651	0.991165007	0.838917668	0.054636601	0.754851071	0.926436191	0.817293134	0.043779879	0.731048806	0.858870968	0.800865907	0.079780081	0.634234234	0.884691849	0.840449298	0.035705311	0.785016287	0.906382979	0.30988848	0.11734166	0.14608887	0.5578172	0.98430822	0.005476849	0.973559382	0.989954797	1.1056967	0.02265953	1.0754777	1.1420475	1.062188093	0.136029664	0.912885662	1.360294118	0.807745293	0.044247199	0.728194726	0.854870775	0.780331784	0.086638292	0.621107266	0.890756303	0.846573774	0.048172017	0.770358306	0.914893617	2.47E-01	5.79E-02	1.88E-01	0.3120106	0.803893695	0.047851136	0.712195122	0.852105779	0.780271684	0.104425292	0.591572123	0.913561848	0.843914696	0.055927079	0.760545906	0.925531915	2.47E-01	2.67E-03	2.45E-01	2.52E-01	0.809131022	0.04330173	0.728033473	0.856856857	0.78630949	0.078125807	0.635036496	0.887343533	0.840625605	0.049472965	0.750814332	0.910638298	2.67E-01	8.28E-02	1.81E-01	3.52E-01	0.806911803	0.045524739	0.72306143	0.856007944	0.798379816	0.103537743	0.613675214	0.931464174	0.829933851	0.059622032	0.741935484	0.917021277	2.98E-01	0.001630344	0.29561287	lstm	0.7	0.5	hamming
rect	0.9	"5,3,10,3,3,20"	"2,2,1,1"	TRUE	none	tanh	TRUE	sgd/0.01	0.5	2	0.9	1	TRUE	TRUE	avg	FALSE	N/A	N/A	N/A	N/A		0.10525777	0.95125103	0.983070986	0.853469154	0.814645309	0.812043796	0.817263545	0.28629765	0.98456246	0.1063608	0.028963907	0.06322135	0.14767087	0.97047925	2.36E-01	0.6460899	1.2829533	0.982938656	0.006004267	0.971225431	0.992411474	0.838667347	0.059712017	0.752995344	0.943413821	0.818021479	0.039509302	0.744493392	0.864133934	0.796013875	0.072613173	0.676	0.898259705	0.845930306	0.032588391	0.805807623	0.921276596	0.25540346	0.098807916	0.066733755	0.35111073	0.984507597	0.004596736	0.974262122	0.989237282	1.1126893	0.03217655	1.0652626	1.1591314	1.072116995	0.109181541	0.912885662	1.225490196	0.811729126	0.043445697	0.740820734	0.86066105	0.79978905	0.074875269	0.662162162	0.900949796	0.829891339	0.047356811	0.723127036	0.885106383	0.2639187	0.0387417	0.22199842	0.30689994	0.808258844	0.041746504	0.743674367	0.859514687	0.794723364	0.065421789	0.674650699	0.885526316	0.827355677	0.051982894	0.701954397	0.876811594	0.26248187	0.002645643	0.26015866	0.26868096	0.812179646	0.042439251	0.738853503	0.860841424	0.794778284	0.077920684	0.651685393	0.899864682	0.836912207	0.044045536	0.744299674	0.893617021	0.24555837	0.05291922	0.19084258	0.29984635	0.809097619	0.044583891	0.737078652	0.860841424	0.806936704	0.068105899	0.680497925	0.899864682	0.816115992	0.053052417	0.688925081	0.867753623	0.29910493	0.003213428	0.29642272	lstm	0.5	0.5	hamming
last	0.8	"3,3,16,3,3,32"	"1,3,1,3"	TRUE	none	sigmoid	FALSE	adagrad/0.1	0.5	0	1	1	TRUE	TRUE	avg	FALSE	N/A	N/A	N/A	N/A		0.096703984	0.91974527	0.982376645	0.847726609	0.819128682	0.799693855	0.83953168	0.28657892	0.984610107	0.097496316	0.019912856	0.06993088	0.12947941	0.9152017	2.66E-01	0.52092284	1.426412	0.982395782	0.009214287	0.961299848	0.992735118	0.844260334	0.054391771	0.786160444	0.94344968	0.823109971	0.038390344	0.749430524	0.869070209	0.812578084	0.065689421	0.7	0.886451613	0.838034474	0.042222381	0.782214156	0.934042553	0.35312316	0.12727337	0.18498889	0.5941281	0.985093298	0.004762105	0.974437807	0.989778535	1.1026261	0.02197307	1.0724341	1.1382358	1.038623917	0.103043928	0.891107078	1.178723404	0.815297965	0.040740231	0.745495495	0.867132867	0.798134697	0.064324324	0.689583333	0.889178618	0.837305791	0.045403708	0.750814332	0.89787234	3.23E-01	6.76E-02	2.54E-01	0.39370546	0.813273166	0.0394655	0.743982495	0.859385219	0.800538079	0.079586887	0.671936759	0.908713693	0.833699945	0.045711915	0.7752443	0.917021277	3.22E-01	7.81E-04	3.21E-01	3.24E-01	0.813646561	0.039013759	0.746203905	0.862516213	0.796037408	0.078030157	0.6692607	0.903532609	0.839148659	0.044377201	0.780130293	0.917021277	3.04E-01	6.34E-03	2.99E-01	3.18E-01	0.813552164	0.038884366	0.746203905	0.861598441	0.796699181	0.078688887	0.6692607	0.904502046	0.838385176	0.044557524	0.780130293	0.917021277	3.07E-01	0.004905986	0.30325314	lstm	1	1	hamming
rect	0.8	"3,3,16,3,3,32,3,3,64"	"2,2,1,1"	TRUE	none	relu	FALSE	sgd/0.1	0.1	2	1	2.5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	2.8591886	0.978407228	0.828252109	0.780952381	0.76274896	0.800045914	0.04985013	0.981370129	0.28736895	0.10812483	0.16136618	0.46582663	3.0422578	1.16E+00	1.4280782	4.7449493	0.979126089	0.007627112	0.966212292	0.989179172	0.822262956	0.053502815	0.757946891	0.923372443	0.799271853	0.035701349	0.728971963	0.851851852	0.775510272	0.060874037	0.632432432	0.838645418	0.829061111	0.038983288	0.764065336	0.884615385	0.19080238	0.28889737	0.000847001	0.8905353	0.982819425	0.004596199	0.973910752	0.988741575	1.3407843	0.14650369	1.1751152	1.5933306	1.077670518	0.120373193	0.91107078	1.360294118	0.786152036	0.044113511	0.696821516	0.846733668	0.79276156	0.052296881	0.695121951	0.857506361	0.782655551	0.059182903	0.69218241	0.851449275	0.17591433	0.15571557	0.01994444	0.3368879	0.759623354	0.064043248	0.637241379	0.847852761	0.792017205	0.042149251	0.726586103	0.838592233	0.739373653	0.113346181	0.566176471	0.871376812	0.17730793	0.004268519	0.17403522	0.18582621	0.792613536	0.036617797	0.723542117	0.849502488	0.764635416	0.062165109	0.646718147	0.851620948	0.827034285	0.039091361	0.75862069	0.865957447	0.12955785	0.12772955	0.001779339	0.25848463	0.768760822	0.055855545	0.656953642	0.850090307	0.77859034	0.046448569	0.703488372	0.829268293	0.767999107	0.102682858	0.607843137	0.881072027	0.08695384	0.002850615	0.08424877	0.0937769		rnn	0.7	0.5	hann
last	1	"3,3,16,3,3,32"	"1,2,1,2,1,2"	TRUE	none	relu	FALSE	adagrad/0.01	0.1	0	0.7	1	TRUE	TRUE	avg	FALSE	N/A	N/A	N/A	N/A		0.10541981	0.89700264	0.982036553	0.844386711	0.819745868	0.803394313	0.83677686	0.2914589	0.984724459	0.10614078	0.017785504	0.080745086	0.13681273	0.8780003	2.66E-01	0.4567253	1.4198153	0.982605348	0.006391813	0.969001535	0.991494417	0.847056676	0.055294525	0.778267858	0.94242166	0.824669392	0.037381437	0.752232143	0.859975217	0.808481168	0.059168523	0.69057377	0.868189807	0.844207916	0.034796962	0.806188925	0.927659574	0.3422595	0.15745808	0.1365891	0.6738714	0.985107863	0.004714884	0.975491918	0.989811294	1.1121545	0.01981494	1.0840945	1.1466135	1.049610353	0.084866058	0.953098827	1.196078431	0.816936511	0.038694668	0.751091703	0.854153041	0.798014082	0.072755702	0.677165354	0.903181189	0.842632675	0.04275151	0.768729642	0.908510638	3.09E-01	8.12E-02	2.26E-01	0.393107	0.816096109	0.039487934	0.74522293	0.856581532	0.801267753	0.091207618	0.657303371	0.931851852	0.842091207	0.04987832	0.780397022	0.927659574	3.09E-01	2.60E-03	3.07E-01	3.15E-01	0.816258998	0.040233292	0.745435016	0.85827552	0.794944613	0.079196006	0.663479924	0.906555091	0.845876285	0.04293403	0.786644951	0.921276596	2.92E-01	5.22E-02	2.35E-01	3.47E-01	0.814716915	0.038837537	0.747039828	0.859126984	0.811226187	0.092324387	0.666026871	0.939577039	0.828956998	0.052586847	0.771712159	0.921276596	3.50E-01	0.003891224	0.3462955	lstm	0.4	0.4	hamming
rect	1	"3,3,16,3,3,32"	"2,2,1,1"	FALSE	none	sigmoid	FALSE	sgd/0.1	0.25	0	0.7	2.5	FALSE	FALSE	min	FALSE	N/A	N/A	N/A	N/A		0.095198765	0.9927921	0.983196693	0.847797983	0.811098528	0.800402325	0.822084481	0.29369316	0.984105052	0.09637718	0.020664178	0.071073934	0.123219386	0.9789182	2.91E-01	0.5194794	1.5879582	0.983697199	0.007025495	0.968542909	0.993731248	0.848259339	0.055258933	0.770810362	0.940347346	0.81924653	0.040480738	0.738990333	0.862373737	0.788680394	0.059843891	0.657743786	0.877892031	0.855051352	0.036225688	0.785016287	0.921276596	0.28033185	0.14834991	0.103026055	0.5879095	0.984411605	0.004683686	0.974964863	0.989630398	1.1014099	0.022808336	1.0736606	1.1311326	1.090059803	0.090207296	0.965260546	1.281862745	0.811082742	0.045212427	0.719817768	0.860918817	0.784712816	0.063617485	0.672340426	0.873563218	0.842930409	0.051916238	0.773615635	0.921276596	0.26226574	0.09428844	0.16697963	0.3599525	0.8062149	0.043857146	0.734824281	0.849638871	0.78388184	0.092737379	0.649717514	0.90237099	0.840923801	0.054179947	0.780399274	0.944680851	0.26097476	0.000729151	0.25982437	0.26220492	0.808105423	0.043040017	0.728665208	0.852883992	0.784944658	0.078748881	0.658102767	0.892808684	0.839841536	0.050653507	0.787658802	0.936170213	0.25802112	0.04216313	0.21533963	0.30121318	0.804498953	0.045463561	0.728421053	0.850228908	0.778397102	0.094431193	0.638376384	0.899031812	0.843782528	0.05355089	0.782214156	0.944680851	0.24610922	0.00046835	0.24551675	lstm	0.6	0.5	hamming
rect	0.9	"3,3,16,3,3,32,3,3,64"	"1,3,1,3"	FALSE	none	relu	TRUE	sgd/0.1	0.25	2	0.9	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	3.249275	0.978659974	0.830715115	0.787184284	0.802192564	0.772727273	0.12040028	0.982656591	0.29523706	0.10308116	0.15734625	0.45974874	3.4062452	1.17E+00	1.8379036	4.970274	0.979180058	0.009333131	0.95777288	0.988800513	0.817829967	0.059349654	0.739004949	0.91877745	0.802973331	0.038316761	0.733257662	0.852266039	0.786542012	0.05357579	0.682875264	0.844709898	0.822423717	0.04084266	0.75862069	0.898263027	0.15766887	0.24810836	0.000320889	0.76035434	0.983239146	0.005198779	0.972505271	0.988889712	1.3506427	0.14047502	1.1704007	1.583676	1.049802587	0.077476112	0.91107078	1.159313725	0.789620194	0.040901527	0.723353293	0.84041184	0.797496417	0.056225094	0.707259953	0.872994652	0.784837971	0.050452681	0.688925081	0.842391304	0.19189586	0.17545716	0.01574082	0.372455	0.77401509	0.056676438	0.674603175	0.847607053	0.805973587	0.042600741	0.732758621	0.860613811	0.74879913	0.085386854	0.61237785	0.856884058	0.19452378	0.007388539	0.18703778	0.20859382	0.7916046	0.042464512	0.72923588	0.845764855	0.778310472	0.060921782	0.687635575	0.862113402	0.808887659	0.049992431	0.714983713	0.872340426	0.1188547	0.114922166	0.004001536	0.24059863	0.777274408	0.041913289	0.716889429	0.844683393	0.753216522	0.047577849	0.663461538	0.814516129	0.807961835	0.068902895	0.674267101	0.877171216	0.026294544	0.000326606	0.025890669	0.026878178		lstm	0.5	0.5	hamming
last	0.8	"3,3,16,3,3,32,3,3,64"	"1,2,1,2,1,2"	TRUE	none	relu	FALSE	adagrad/0.01	0.5	0	0.9	5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A		0.09835072	1.0144848	0.983577939	0.85641303	0.817655736	0.808391295	0.827134986	0.29926187	0.984686342	0.09931859	0.024615586	0.064467505	0.13090806	1.0333929	3.23E-01	0.58087176	1.625529	0.983422608	0.006589653	0.969493445	0.992511798	0.845815446	0.059121121	0.769980907	0.946415308	0.820772795	0.0416722	0.745057232	0.871261378	0.801114865	0.085874663	0.647377939	0.915300546	0.84938558	0.03710716	0.789473684	0.921276596	0.29717004	0.10575573	0.1379775	0.49501503	0.984735682	0.00469737	0.974349965	0.990241802	1.1047525	0.02715269	1.0665909	1.1398629	1.075833984	0.150391918	0.903811252	1.355392157	0.80970458	0.052218217	0.696821516	0.866071429	0.809512778	0.066671857	0.695121951	0.891076115	0.813361379	0.063656892	0.698529412	0.921276596	0.33698183	0.02550369	0.31004116	0.3636247	0.810251451	0.049109439	0.708283313	0.867997424	0.811648572	0.072334487	0.694117647	0.90227577	0.813294972	0.058684988	0.723039216	0.923404255	0.33833882	0.003028355	0.33541128	0.34493262	0.811769349	0.043516018	0.729574223	0.869565217	0.808110037	0.08240595	0.687635575	0.911564626	0.823046879	0.056265822	0.755443886	0.931914894	0.31754333	0.042530946	0.27410015	0.3657918	0.812761953	0.043498484	0.729574223	0.866161616	0.793328832	0.069249749	0.687635575	0.881748072	0.837789277	0.050124754	0.776960784	0.931914894	0.27565485	0.001084304	0.27410015	lstm	0.5	0.5	hamming
last	1	"3,3,16,3,3,32"	"2,2,2,2"	FALSE	layer	relu	TRUE	adam/0.0001	0.1	2	0.9	2.5	FALSE	TRUE	max	FALSE	N/A	N/A	N/A	N/A	2.8688142	0.97423824	0.817156246	0.767800454	0.758512545	0.777318641	0.08277081	0.9804839	0.3012253	0.112161025	0.14861928	0.48065954	2.9632754	9.75E-01	1.6109504	4.5583386	0.97539453	0.007529098	0.965475969	0.990067288	0.811275925	0.049090024	0.755743795	0.91013793	0.776588749	0.040582033	0.70314319	0.843554443	0.760737324	0.057811179	0.66962306	0.851010101	0.794865032	0.032430779	0.740196078	0.836228288	0.17719804	0.22568363	0.000569556	0.7042856	0.981264856	0.004550843	0.971714687	0.987586999	1.3600457	0.1527193	1.1602311	1.6171405	1.049355283	0.070256089	0.969147005	1.17877095	0.767132576	0.04606073	0.698646986	0.839922229	0.771719672	0.056853807	0.701234568	0.879240163	0.767460337	0.067573632	0.636807818	0.856884058	0.16330501	0.12112182	0.041955978	0.29354504	0.757447467	0.050260915	0.680529301	0.840561224	0.775362829	0.050921475	0.690751445	0.864829396	0.747996905	0.086902766	0.586319218	0.865942029	0.16049534	0.000770729	0.15946944	0.16144638	0.769476585	0.042465821	0.693333333	0.839714471	0.752000029	0.07444845	0.634146341	0.880272109	0.79522044	0.056470212	0.698697068	0.870212766	0.15339404	0.14607371	0.007204632	0.30545172	0.760338748	0.048586936	0.692111959	0.8425	0.75503859	0.056484166	0.666666667	0.848866499	0.773837676	0.08381504	0.610749186	0.876811594	0.081694625	0.001121875	0.080263816	0.0838769		gru	0.5	0.5	hamming
rect	1	"7,3,10,3,3,20"	"2,2,2,2"	TRUE	layer	sigmoid	FALSE	sgd/0.1	1	0	1	5	FALSE	FALSE	max	FALSE	N/A	N/A	N/A	N/A	7.124281	0.971356913	0.75795858	0.735327442	0.725950783	0.744949495	0.000454715	0.977739449	0.30298015	0.10457769	0.18917121	0.5238894	7.091259	3.65E-01	6.4791417	7.4686294	0.972238852	0.012922117	0.940518818	0.985975173	0.779549391	0.068428976	0.665240577	0.88086696	0.763891645	0.035047659	0.716157205	0.816976127	0.752827442	0.067736761	0.645669291	0.865168539	0.781756754	0.048277731	0.675136116	0.823404255	0.00049421	0.00016359	0.00036072	0.00077771	0.979863351	0.006126106	0.969606465	0.985003946	1.3615611	0.14973752	1.2082479	1.6885824	1.049048838	0.130800546	0.818511797	1.245098039	0.7298376	0.042037195	0.65913371	0.786792453	0.756866707	0.10688118	0.551937984	0.902027027	0.72860684	0.099415835	0.570032573	0.879396985	0.000489237	3.32E-05	0.000455124	0.000524109	0.730539362	0.036320146	0.669117647	0.770077008	0.761517159	0.112900635	0.535294118	0.92393321	0.728610385	0.100090437	0.605863192	0.892156863	0.000488546	6.07E-07	0.00048785	0.000489671	0.731416842	0.038047535	0.670967742	0.779693487	0.756390702	0.111962196	0.537666174	0.916666667	0.733892023	0.098059872	0.599348534	0.892156863	0.000480654	1.15E-05	0.000468771	0.000493978	0.730588632	0.036821326	0.672206833	0.76953125	0.765168085	0.112972571	0.539259259	0.923791822	0.72546166	0.101102388	0.59771987	0.892156863	0.000492856	7.67E-07	0.00049224	0.000494318		gru	0.5	0.5	hamming
